Date,Geography,Metric,Value
2022-02-01,Buckhead,Housing_Permits,348.07
2022-03-01,Buckhead,Housing_Permits,346.69
2022-04-01,Buckhead,Housing_Permits,345.79
2022-05-01,Buckhead,Housing_Permits,346.04
2022-06-01,Buckhead,Housing_Permits,343.26
2022-07-01,Buckhead,Housing_Permits,344.75
2022-08-01,Buckhead,Housing_Permits,342.26
2022-09-01,Buckhead,Housing_Permits,342.68
2022-10-01,Buckhead,Housing_Permits,343.22
2022-11-01,Buckhead,Housing_Permits,344.41
2022-12-01,Buckhead,Housing_Permits,344.88
2023-01-01,Buckhead,Housing_Permits,347.92
2023-02-01,Buckhead,Housing_Permits,348.71
2023-03-01,Buckhead,Housing_Permits,350.55
2023-04-01,Buckhead,Housing_Permits,350.17
2023-05-01,Buckhead,Housing_Permits,350.84
2023-06-01,Buckhead,Housing_Permits,353.29
2023-07-01,Buckhead,Housing_Permits,353.51
2023-08-01,Buckhead,Housing_Permits,354.28
2023-09-01,Buckhead,Housing_Permits,356.02
2023-10-01,Buckhead,Housing_Permits,355.61
2023-11-01,Buckhead,Housing_Permits,353.43
2023-12-01,Buckhead,Housing_Permits,354.27
2024-01-01,Buckhead,Housing_Permits,356.03
2024-02-01,Buckhead,Housing_Permits,354.86
2024-03-01,Buckhead,Housing_Permits,356.22
2024-04-01,Buckhead,Housing_Permits,357.58
2024-05-01,Buckhead,Housing_Permits,355.26
2024-06-01,Buckhead,Housing_Permits,354.61
2024-07-01,Buckhead,Housing_Permits,354.63
2024-08-01,Buckhead,Housing_Permits,354.93
2024-09-01,Buckhead,Housing_Permits,354.52
2024-10-01,Buckhead,Housing_Permits,354.04
2024-11-01,Buckhead,Housing_Permits,356.65
2024-12-01,Buckhead,Housing_Permits,357.04
2025-01-01,Buckhead,Housing_Permits,356.69
2025-02-01,Buckhead,Housing_Permits,357.16
2025-03-01,Buckhead,Housing_Permits,358.35
2025-04-01,Buckhead,Housing_Permits,358.94
2025-05-01,Buckhead,Housing_Permits,359.2
2025-06-01,Buckhead,Housing_Permits,358.91
2025-07-01,Buckhead,Housing_Permits,358.6
2025-08-01,Buckhead,Housing_Permits,358.37
2018-01-01,Buckhead,Community_Grant_Funding_USD,1519355.26
2018-02-01,Buckhead,Community_Grant_Funding_USD,1516626.54
2018-03-01,Buckhead,Community_Grant_Funding_USD,2204199.26
2018-04-01,Buckhead,Community_Grant_Funding_USD,1526347.59
2018-05-01,Buckhead,Community_Grant_Funding_USD,1528898.42
2018-06-01,Buckhead,Community_Grant_Funding_USD,1528668.08
2018-07-01,Buckhead,Community_Grant_Funding_USD,1524723.57
2018-08-01,Buckhead,Community_Grant_Funding_USD,1532284.0
2018-09-01,Buckhead,Community_Grant_Funding_USD,1528851.93
2018-10-01,Buckhead,Community_Grant_Funding_USD,1533494.18
2018-11-01,Buckhead,Community_Grant_Funding_USD,1537296.25
2018-12-01,Buckhead,Community_Grant_Funding_USD,1537597.18
2019-01-01,Buckhead,Community_Grant_Funding_USD,1537793.26
2019-02-01,Buckhead,Community_Grant_Funding_USD,1531698.42
2019-03-01,Buckhead,Community_Grant_Funding_USD,1534266.68
2019-04-01,Buckhead,Community_Grant_Funding_USD,1537994.38
2019-05-01,Buckhead,Community_Grant_Funding_USD,1534886.06
2019-06-01,Buckhead,Community_Grant_Funding_USD,1535510.77
2019-07-01,Buckhead,Community_Grant_Funding_USD,1536910.22
2019-08-01,Buckhead,Community_Grant_Funding_USD,1540496.51
2019-09-01,Buckhead,Community_Grant_Funding_USD,1541759.72
2019-10-01,Buckhead,Community_Grant_Funding_USD,1536502.45
2019-11-01,Buckhead,Community_Grant_Funding_USD,1535630.7
2019-12-01,Buckhead,Community_Grant_Funding_USD,2520675.83
2020-01-01,Buckhead,Community_Grant_Funding_USD,1542391.31
2020-02-01,Buckhead,Community_Grant_Funding_USD,1541168.77
2020-03-01,Buckhead,Community_Grant_Funding_USD,1980600.28
2020-04-01,Buckhead,Community_Grant_Funding_USD,1544837.47
2020-05-01,Buckhead,Community_Grant_Funding_USD,1543830.67
2020-06-01,Buckhead,Community_Grant_Funding_USD,1544746.54
2020-07-01,Buckhead,Community_Grant_Funding_USD,1545191.54
2020-08-01,Buckhead,Community_Grant_Funding_USD,1541510.97
2020-09-01,Buckhead,Community_Grant_Funding_USD,1544550.42
2020-10-01,Buckhead,Community_Grant_Funding_USD,1547282.8
2020-11-01,Buckhead,Community_Grant_Funding_USD,1548722.64
2020-12-01,Buckhead,Community_Grant_Funding_USD,1551298.02
2021-01-01,Buckhead,Community_Grant_Funding_USD,1550850.91
2021-02-01,Buckhead,Community_Grant_Funding_USD,1545629.46
2021-03-01,Buckhead,Community_Grant_Funding_USD,1544010.9
2021-04-01,Buckhead,Community_Grant_Funding_USD,1545887.12
2021-05-01,Buckhead,Community_Grant_Funding_USD,1547786.1
2021-06-01,Buckhead,Community_Grant_Funding_USD,1549199.61
2021-07-01,Buckhead,Community_Grant_Funding_USD,2657327.32
2021-08-01,Buckhead,Community_Grant_Funding_USD,1551565.86
2021-09-01,Buckhead,Community_Grant_Funding_USD,1552920.59
2021-10-01,Buckhead,Community_Grant_Funding_USD,1556456.96
2021-11-01,Buckhead,Community_Grant_Funding_USD,1557365.4
2021-12-01,Buckhead,Community_Grant_Funding_USD,1553640.1
2022-01-01,Buckhead,Community_Grant_Funding_USD,1551042.15
2022-02-01,Buckhead,Community_Grant_Funding_USD,1555613.56
2022-03-01,Buckhead,Community_Grant_Funding_USD,1562431.45
2022-04-01,Buckhead,Community_Grant_Funding_USD,1568380.58
2022-05-01,Buckhead,Community_Grant_Funding_USD,1570557.2
2022-06-01,Buckhead,Community_Grant_Funding_USD,1566992.67
2022-07-01,Buckhead,Community_Grant_Funding_USD,2629479.86
2022-08-01,Buckhead,Community_Grant_Funding_USD,1575712.29
2022-09-01,Buckhead,Community_Grant_Funding_USD,1579434.24
2022-10-01,Buckhead,Community_Grant_Funding_USD,1579852.33
2022-11-01,Buckhead,Community_Grant_Funding_USD,1583614.83
2022-12-01,Buckhead,Community_Grant_Funding_USD,1579785.25
2023-01-01,Buckhead,Community_Grant_Funding_USD,1578250.56
2023-02-01,Buckhead,Community_Grant_Funding_USD,1575161.8
2023-03-01,Buckhead,Community_Grant_Funding_USD,1578288.09
2023-04-01,Buckhead,Community_Grant_Funding_USD,1582392.5
2023-05-01,Buckhead,Community_Grant_Funding_USD,2260528.39
2023-06-01,Buckhead,Community_Grant_Funding_USD,1580781.48
2023-07-01,Buckhead,Community_Grant_Funding_USD,1581950.48
2023-08-01,Buckhead,Community_Grant_Funding_USD,1581252.16
2023-09-01,Buckhead,Community_Grant_Funding_USD,1579315.48
2023-10-01,Buckhead,Community_Grant_Funding_USD,1581919.45
2023-11-01,Buckhead,Community_Grant_Funding_USD,1580135.48
2023-12-01,Buckhead,Community_Grant_Funding_USD,1575118.08
2024-01-01,Buckhead,Community_Grant_Funding_USD,1570989.63
2024-02-01,Buckhead,Community_Grant_Funding_USD,1565824.59
2024-03-01,Buckhead,Community_Grant_Funding_USD,1568062.63
2024-04-01,Buckhead,Community_Grant_Funding_USD,2610757.0
2024-05-01,Buckhead,Community_Grant_Funding_USD,1571562.34
2024-06-01,Buckhead,Community_Grant_Funding_USD,1575161.26
2024-07-01,Buckhead,Community_Grant_Funding_USD,1581177.1
2024-08-01,Buckhead,Community_Grant_Funding_USD,1580056.03
2024-09-01,Buckhead,Community_Grant_Funding_USD,1582929.94
2024-10-01,Buckhead,Community_Grant_Funding_USD,1577859.48
2024-11-01,Buckhead,Community_Grant_Funding_USD,1584622.32
2024-12-01,Buckhead,Community_Grant_Funding_USD,1580890.99
2025-01-01,Buckhead,Community_Grant_Funding_USD,1579298.67
2025-02-01,Buckhead,Community_Grant_Funding_USD,1578155.83
2025-03-01,Buckhead,Community_Grant_Funding_USD,1573298.75
2025-04-01,Buckhead,Community_Grant_Funding_USD,2322462.92
2025-05-01,Buckhead,Community_Grant_Funding_USD,1576780.66
2025-06-01,Buckhead,Community_Grant_Funding_USD,1577271.01
2025-07-01,Buckhead,Community_Grant_Funding_USD,1572358.02
2025-08-01,Buckhead,Community_Grant_Funding_USD,1581539.56
2018-01-01,Westside,GDP_Growth_YoY_pct,2.21
2018-02-01,Westside,GDP_Growth_YoY_pct,2.17
2018-03-01,Westside,GDP_Growth_YoY_pct,2.16
2018-04-01,Westside,GDP_Growth_YoY_pct,2.13
2018-05-01,Westside,GDP_Growth_YoY_pct,2.13
2018-06-01,Westside,GDP_Growth_YoY_pct,2.15
2018-07-01,Westside,GDP_Growth_YoY_pct,2.15
2018-08-01,Westside,GDP_Growth_YoY_pct,2.18
2018-09-01,Westside,GDP_Growth_YoY_pct,2.22
2018-10-01,Westside,GDP_Growth_YoY_pct,2.21
2018-11-01,Westside,GDP_Growth_YoY_pct,2.2
2018-12-01,Westside,GDP_Growth_YoY_pct,2.24
2019-01-01,Westside,GDP_Growth_YoY_pct,2.27
2019-02-01,Westside,GDP_Growth_YoY_pct,2.3
2019-03-01,Westside,GDP_Growth_YoY_pct,2.28
2019-04-01,Westside,GDP_Growth_YoY_pct,2.3
2019-05-01,Westside,GDP_Growth_YoY_pct,2.3
2019-06-01,Westside,GDP_Growth_YoY_pct,2.34
2019-07-01,Westside,GDP_Growth_YoY_pct,2.33
2019-08-01,Westside,GDP_Growth_YoY_pct,2.28
2019-09-01,Westside,GDP_Growth_YoY_pct,2.31
2019-10-01,Westside,GDP_Growth_YoY_pct,2.24
2019-11-01,Westside,GDP_Growth_YoY_pct,2.22
2019-12-01,Westside,GDP_Growth_YoY_pct,2.19
2020-01-01,Westside,GDP_Growth_YoY_pct,2.17
2020-02-01,Westside,GDP_Growth_YoY_pct,2.15
2020-03-01,Westside,GDP_Growth_YoY_pct,2.19
2020-04-01,Westside,GDP_Growth_YoY_pct,2.22
2020-05-01,Westside,GDP_Growth_YoY_pct,2.22
2020-06-01,Westside,GDP_Growth_YoY_pct,2.26
2020-07-01,Westside,GDP_Growth_YoY_pct,2.23
2020-08-01,Westside,GDP_Growth_YoY_pct,2.2
2020-09-01,Westside,GDP_Growth_YoY_pct,2.23
2020-10-01,Westside,GDP_Growth_YoY_pct,2.25
2020-11-01,Westside,GDP_Growth_YoY_pct,2.24
2020-12-01,Westside,GDP_Growth_YoY_pct,2.22
2021-01-01,Westside,GDP_Growth_YoY_pct,2.26
2021-02-01,Westside,GDP_Growth_YoY_pct,2.22
2021-03-01,Westside,GDP_Growth_YoY_pct,2.2
2021-04-01,Westside,GDP_Growth_YoY_pct,2.22
2021-05-01,Westside,GDP_Growth_YoY_pct,2.28
2021-06-01,Westside,GDP_Growth_YoY_pct,2.29
2021-07-01,Westside,GDP_Growth_YoY_pct,2.31
2021-08-01,Westside,GDP_Growth_YoY_pct,2.3
2021-09-01,Westside,GDP_Growth_YoY_pct,2.32
2021-10-01,Westside,GDP_Growth_YoY_pct,2.33
2021-11-01,Westside,GDP_Growth_YoY_pct,2.29
2021-12-01,Westside,GDP_Growth_YoY_pct,2.32
2022-01-01,Westside,GDP_Growth_YoY_pct,2.35
2022-02-01,Westside,GDP_Growth_YoY_pct,2.38
2022-03-01,Westside,GDP_Growth_YoY_pct,2.38
2022-04-01,Westside,GDP_Growth_YoY_pct,2.36
2022-05-01,Westside,GDP_Growth_YoY_pct,2.3
2022-06-01,Westside,GDP_Growth_YoY_pct,2.31
2022-07-01,Westside,GDP_Growth_YoY_pct,2.34
2022-08-01,Westside,GDP_Growth_YoY_pct,2.38
2022-09-01,Westside,GDP_Growth_YoY_pct,2.41
2022-10-01,Westside,GDP_Growth_YoY_pct,2.41
2022-11-01,Westside,GDP_Growth_YoY_pct,2.45
2022-12-01,Westside,GDP_Growth_YoY_pct,2.48
2023-01-01,Westside,GDP_Growth_YoY_pct,2.47
2023-02-01,Westside,GDP_Growth_YoY_pct,2.5
2023-03-01,Westside,GDP_Growth_YoY_pct,2.49
2023-04-01,Westside,GDP_Growth_YoY_pct,2.51
2023-05-01,Westside,GDP_Growth_YoY_pct,2.47
2023-06-01,Westside,GDP_Growth_YoY_pct,2.44
2023-07-01,Westside,GDP_Growth_YoY_pct,2.48
2023-08-01,Westside,GDP_Growth_YoY_pct,2.51
2023-09-01,Westside,GDP_Growth_YoY_pct,2.54
2023-10-01,Westside,GDP_Growth_YoY_pct,2.54
2023-11-01,Westside,GDP_Growth_YoY_pct,2.48
2023-12-01,Westside,GDP_Growth_YoY_pct,2.48
2024-01-01,Westside,GDP_Growth_YoY_pct,2.5
2024-02-01,Westside,GDP_Growth_YoY_pct,2.49
2024-03-01,Westside,GDP_Growth_YoY_pct,2.47
2024-04-01,Westside,GDP_Growth_YoY_pct,2.52
2024-05-01,Westside,GDP_Growth_YoY_pct,2.52
2024-06-01,Westside,GDP_Growth_YoY_pct,2.54
2024-07-01,Westside,GDP_Growth_YoY_pct,2.57
2024-08-01,Westside,GDP_Growth_YoY_pct,2.54
2024-09-01,Westside,GDP_Growth_YoY_pct,2.55
2024-10-01,Westside,GDP_Growth_YoY_pct,2.6
2024-11-01,Westside,GDP_Growth_YoY_pct,2.66
2024-12-01,Westside,GDP_Growth_YoY_pct,2.66
2025-01-01,Westside,GDP_Growth_YoY_pct,2.66
2025-02-01,Westside,GDP_Growth_YoY_pct,2.68
2025-03-01,Westside,GDP_Growth_YoY_pct,2.69
2025-04-01,Westside,GDP_Growth_YoY_pct,2.73
2025-05-01,Westside,GDP_Growth_YoY_pct,2.71
2025-06-01,Westside,GDP_Growth_YoY_pct,2.71
2025-07-01,Westside,GDP_Growth_YoY_pct,2.68
2025-08-01,Westside,GDP_Growth_YoY_pct,2.65
2018-01-01,Westside,Unemployment_Rate_pct,5.99
2018-02-01,Westside,Unemployment_Rate_pct,6.0
2018-03-01,Westside,Unemployment_Rate_pct,5.98
2018-04-01,Westside,Unemployment_Rate_pct,5.99
2018-05-01,Westside,Unemployment_Rate_pct,6.0
2018-06-01,Westside,Unemployment_Rate_pct,6.04
2018-07-01,Westside,Unemployment_Rate_pct,6.03
2018-08-01,Westside,Unemployment_Rate_pct,6.01
2018-09-01,Westside,Unemployment_Rate_pct,5.97
2018-10-01,Westside,Unemployment_Rate_pct,5.93
2018-11-01,Westside,Unemployment_Rate_pct,5.96
2018-12-01,Westside,Unemployment_Rate_pct,5.91
2019-01-01,Westside,Unemployment_Rate_pct,5.93
2019-02-01,Westside,Unemployment_Rate_pct,5.9
2019-03-01,Westside,Unemployment_Rate_pct,5.87
2019-04-01,Westside,Unemployment_Rate_pct,5.86
2019-05-01,Westside,Unemployment_Rate_pct,5.83
2019-06-01,Westside,Unemployment_Rate_pct,5.84
2019-07-01,Westside,Unemployment_Rate_pct,5.88
2019-08-01,Westside,Unemployment_Rate_pct,5.85
2019-09-01,Westside,Unemployment_Rate_pct,5.83
2019-10-01,Westside,Unemployment_Rate_pct,5.82
2019-11-01,Westside,Unemployment_Rate_pct,5.82
2019-12-01,Westside,Unemployment_Rate_pct,5.81
2020-01-01,Westside,Unemployment_Rate_pct,5.83
2020-02-01,Westside,Unemployment_Rate_pct,5.85
2020-03-01,Westside,Unemployment_Rate_pct,5.81
2020-04-01,Westside,Unemployment_Rate_pct,5.81
2020-05-01,Westside,Unemployment_Rate_pct,5.84
2020-06-01,Westside,Unemployment_Rate_pct,5.82
2020-07-01,Westside,Unemployment_Rate_pct,5.8
2020-08-01,Westside,Unemployment_Rate_pct,5.78
2020-09-01,Westside,Unemployment_Rate_pct,5.76
2020-10-01,Westside,Unemployment_Rate_pct,5.71
2020-11-01,Westside,Unemployment_Rate_pct,5.66
2020-12-01,Westside,Unemployment_Rate_pct,5.65
2021-01-01,Westside,Unemployment_Rate_pct,5.68
2021-02-01,Westside,Unemployment_Rate_pct,5.66
2021-03-01,Westside,Unemployment_Rate_pct,5.63
2021-04-01,Westside,Unemployment_Rate_pct,5.66
2021-05-01,Westside,Unemployment_Rate_pct,5.63
2021-06-01,Westside,Unemployment_Rate_pct,5.57
2021-07-01,Westside,Unemployment_Rate_pct,5.54
2021-08-01,Westside,Unemployment_Rate_pct,5.52
2021-09-01,Westside,Unemployment_Rate_pct,5.46
2021-10-01,Westside,Unemployment_Rate_pct,5.45
2021-11-01,Westside,Unemployment_Rate_pct,5.46
2021-12-01,Westside,Unemployment_Rate_pct,5.42
2022-01-01,Westside,Unemployment_Rate_pct,5.41
2022-02-01,Westside,Unemployment_Rate_pct,5.41
2022-03-01,Westside,Unemployment_Rate_pct,5.4
2022-04-01,Westside,Unemployment_Rate_pct,5.4
2022-05-01,Westside,Unemployment_Rate_pct,5.39
2022-06-01,Westside,Unemployment_Rate_pct,5.36
2022-07-01,Westside,Unemployment_Rate_pct,5.39
2022-08-01,Westside,Unemployment_Rate_pct,5.41
2022-09-01,Westside,Unemployment_Rate_pct,5.43
2022-10-01,Westside,Unemployment_Rate_pct,5.45
2022-11-01,Westside,Unemployment_Rate_pct,5.4
2022-12-01,Westside,Unemployment_Rate_pct,5.41
2023-01-01,Westside,Unemployment_Rate_pct,5.42
2023-02-01,Westside,Unemployment_Rate_pct,5.37
2023-03-01,Westside,Unemployment_Rate_pct,5.35
2023-04-01,Westside,Unemployment_Rate_pct,5.35
2023-05-01,Westside,Unemployment_Rate_pct,5.38
2023-06-01,Westside,Unemployment_Rate_pct,5.39
2023-07-01,Westside,Unemployment_Rate_pct,5.36
2023-08-01,Westside,Unemployment_Rate_pct,5.39
2023-09-01,Westside,Unemployment_Rate_pct,5.38
2023-10-01,Westside,Unemployment_Rate_pct,5.37
2023-11-01,Westside,Unemployment_Rate_pct,5.35
2023-12-01,Westside,Unemployment_Rate_pct,5.3
2024-01-01,Westside,Unemployment_Rate_pct,5.29
2024-02-01,Westside,Unemployment_Rate_pct,5.29
2024-03-01,Westside,Unemployment_Rate_pct,5.27
2024-04-01,Westside,Unemployment_Rate_pct,5.27
2024-05-01,Westside,Unemployment_Rate_pct,5.24
2024-06-01,Westside,Unemployment_Rate_pct,5.22
2024-07-01,Westside,Unemployment_Rate_pct,5.22
2024-08-01,Westside,Unemployment_Rate_pct,5.22
2024-09-01,Westside,Unemployment_Rate_pct,5.17
2024-10-01,Westside,Unemployment_Rate_pct,5.15
2024-11-01,Westside,Unemployment_Rate_pct,5.18
2024-12-01,Westside,Unemployment_Rate_pct,5.16
2025-01-01,Westside,Unemployment_Rate_pct,5.15
2025-02-01,Westside,Unemployment_Rate_pct,5.13
2025-03-01,Westside,Unemployment_Rate_pct,5.16
2025-04-01,Westside,Unemployment_Rate_pct,5.19
2025-05-01,Westside,Unemployment_Rate_pct,5.2
2025-06-01,Westside,Unemployment_Rate_pct,5.16
2025-07-01,Westside,Unemployment_Rate_pct,5.16
2025-08-01,Westside,Unemployment_Rate_pct,5.17
2018-01-01,Westside,Median_Household_Income_USD,57815.52
2018-02-01,Westside,Median_Household_Income_USD,57820.28
2018-03-01,Westside,Median_Household_Income_USD,57863.68
2018-04-01,Westside,Median_Household_Income_USD,57876.99
2018-05-01,Westside,Median_Household_Income_USD,57919.03
2018-06-01,Westside,Median_Household_Income_USD,57951.81
2018-07-01,Westside,Median_Household_Income_USD,57975.75
2018-08-01,Westside,Median_Household_Income_USD,58000.35
2018-09-01,Westside,Median_Household_Income_USD,57997.17
2018-10-01,Westside,Median_Household_Income_USD,58018.09
2018-11-01,Westside,Median_Household_Income_USD,58057.16
2018-12-01,Westside,Median_Household_Income_USD,58085.2
2019-01-01,Westside,Median_Household_Income_USD,58105.34
2019-02-01,Westside,Median_Household_Income_USD,58148.84
2019-03-01,Westside,Median_Household_Income_USD,58163.88
2019-04-01,Westside,Median_Household_Income_USD,58172.41
2019-05-01,Westside,Median_Household_Income_USD,58192.54
2019-06-01,Westside,Median_Household_Income_USD,58221.85
2019-07-01,Westside,Median_Household_Income_USD,58213.91
2019-08-01,Westside,Median_Household_Income_USD,58236.0
2019-09-01,Westside,Median_Household_Income_USD,58265.98
2019-10-01,Westside,Median_Household_Income_USD,58279.75
2019-11-01,Westside,Median_Household_Income_USD,58314.18
2019-12-01,Westside,Median_Household_Income_USD,58341.61
2020-01-01,Westside,Median_Household_Income_USD,58391.55
2020-02-01,Westside,Median_Household_Income_USD,58398.11
2020-03-01,Westside,Median_Household_Income_USD,58428.4
2020-04-01,Westside,Median_Household_Income_USD,58430.96
2020-05-01,Westside,Median_Household_Income_USD,58424.54
2020-06-01,Westside,Median_Household_Income_USD,58411.83
2020-07-01,Westside,Median_Household_Income_USD,58437.73
2020-08-01,Westside,Median_Household_Income_USD,58458.31
2020-09-01,Westside,Median_Household_Income_USD,58468.94
2020-10-01,Westside,Median_Household_Income_USD,58460.16
2020-11-01,Westside,Median_Household_Income_USD,58467.63
2020-12-01,Westside,Median_Household_Income_USD,58485.51
2021-01-01,Westside,Median_Household_Income_USD,58515.23
2021-02-01,Westside,Median_Household_Income_USD,58532.8
2021-03-01,Westside,Median_Household_Income_USD,58554.4
2021-04-01,Westside,Median_Household_Income_USD,58566.58
2021-05-01,Westside,Median_Household_Income_USD,58610.63
2021-06-01,Westside,Median_Household_Income_USD,58613.18
2021-07-01,Westside,Median_Household_Income_USD,58620.51
2021-08-01,Westside,Median_Household_Income_USD,58630.95
2021-09-01,Westside,Median_Household_Income_USD,58656.91
2021-10-01,Westside,Median_Household_Income_USD,58659.14
2021-11-01,Westside,Median_Household_Income_USD,58679.0
2021-12-01,Westside,Median_Household_Income_USD,58699.29
2022-01-01,Westside,Median_Household_Income_USD,58706.7
2022-02-01,Westside,Median_Household_Income_USD,58729.47
2022-03-01,Westside,Median_Household_Income_USD,58732.17
2022-04-01,Westside,Median_Household_Income_USD,58733.23
2022-05-01,Westside,Median_Household_Income_USD,58752.55
2022-06-01,Westside,Median_Household_Income_USD,58745.47
2022-07-01,Westside,Median_Household_Income_USD,58731.12
2022-08-01,Westside,Median_Household_Income_USD,58756.93
2022-09-01,Westside,Median_Household_Income_USD,58790.49
2022-10-01,Westside,Median_Household_Income_USD,58801.31
2022-11-01,Westside,Median_Household_Income_USD,58809.1
2022-12-01,Westside,Median_Household_Income_USD,58842.01
2023-01-01,Westside,Median_Household_Income_USD,58842.64
2023-02-01,Westside,Median_Household_Income_USD,58840.01
2023-03-01,Westside,Median_Household_Income_USD,58868.45
2023-04-01,Westside,Median_Household_Income_USD,58886.4
2023-05-01,Westside,Median_Household_Income_USD,58920.2
2023-06-01,Westside,Median_Household_Income_USD,58905.91
2023-07-01,Westside,Median_Household_Income_USD,58902.72
2023-08-01,Westside,Median_Household_Income_USD,58920.76
2023-09-01,Westside,Median_Household_Income_USD,58944.84
2023-10-01,Westside,Median_Household_Income_USD,58975.37
2023-11-01,Westside,Median_Household_Income_USD,58995.81
2023-12-01,Westside,Median_Household_Income_USD,59016.1
2024-01-01,Westside,Median_Household_Income_USD,59028.08
2024-02-01,Westside,Median_Household_Income_USD,59069.76
2024-03-01,Westside,Median_Household_Income_USD,59071.04
2024-04-01,Westside,Median_Household_Income_USD,59094.24
2024-05-01,Westside,Median_Household_Income_USD,59097.25
2024-06-01,Westside,Median_Household_Income_USD,59123.09
2024-07-01,Westside,Median_Household_Income_USD,59125.35
2024-08-01,Westside,Median_Household_Income_USD,59154.33
2024-09-01,Westside,Median_Household_Income_USD,59173.83
2024-10-01,Westside,Median_Household_Income_USD,59217.82
2024-11-01,Westside,Median_Household_Income_USD,59231.43
2024-12-01,Westside,Median_Household_Income_USD,59255.62
2025-01-01,Westside,Median_Household_Income_USD,59261.74
2025-02-01,Westside,Median_Household_Income_USD,59275.25
2025-03-01,Westside,Median_Household_Income_USD,59294.65
2025-04-01,Westside,Median_Household_Income_USD,59289.56
2025-05-01,Westside,Median_Household_Income_USD,59286.12
2025-06-01,Westside,Median_Household_Income_USD,59312.94
2025-07-01,Westside,Median_Household_Income_USD,59328.57
2025-08-01,Westside,Median_Household_Income_USD,59337.49
2018-01-01,Westside,New_Business_Applications,397.69
2018-02-01,Westside,New_Business_Applications,397.44
2018-03-01,Westside,New_Business_Applications,398.4
2018-04-01,Westside,New_Business_Applications,399.86
2018-05-01,Westside,New_Business_Applications,397.51
2018-06-01,Westside,New_Business_Applications,400.42
2018-07-01,Westside,New_Business_Applications,403.23
2018-08-01,Westside,New_Business_Applications,400.52
2018-09-01,Westside,New_Business_Applications,402.95
2018-10-01,Westside,New_Business_Applications,405.32
2018-11-01,Westside,New_Business_Applications,406.11
2018-12-01,Westside,New_Business_Applications,404.96
2019-01-01,Westside,New_Business_Applications,407.27
2019-02-01,Westside,New_Business_Applications,407.7
2019-03-01,Westside,New_Business_Applications,409.32
2019-04-01,Westside,New_Business_Applications,413.44
2019-05-01,Westside,New_Business_Applications,414.61
2019-06-01,Westside,New_Business_Applications,414.03
2019-07-01,Westside,New_Business_Applications,414.32
2019-08-01,Westside,New_Business_Applications,413.92
2019-09-01,Westside,New_Business_Applications,415.37
2019-10-01,Westside,New_Business_Applications,414.95
2019-11-01,Westside,New_Business_Applications,415.03
2019-12-01,Westside,New_Business_Applications,413.9
2020-01-01,Westside,New_Business_Applications,414.49
2020-02-01,Westside,New_Business_Applications,415.55
2020-03-01,Westside,New_Business_Applications,412.31
2020-04-01,Westside,New_Business_Applications,413.49
2020-05-01,Westside,New_Business_Applications,414.22
2020-06-01,Westside,New_Business_Applications,413.86
2020-07-01,Westside,New_Business_Applications,417.7
2020-08-01,Westside,New_Business_Applications,419.93
2020-09-01,Westside,New_Business_Applications,419.07
2020-10-01,Westside,New_Business_Applications,421.12
2020-11-01,Westside,New_Business_Applications,423.78
2020-12-01,Westside,New_Business_Applications,424.77
2021-01-01,Westside,New_Business_Applications,426.11
2021-02-01,Westside,New_Business_Applications,427.41
2021-03-01,Westside,New_Business_Applications,425.07
2021-04-01,Westside,New_Business_Applications,425.58
2021-05-01,Westside,New_Business_Applications,426.01
2021-06-01,Westside,New_Business_Applications,428.95
2021-07-01,Westside,New_Business_Applications,430.24
2021-08-01,Westside,New_Business_Applications,430.59
2021-09-01,Westside,New_Business_Applications,431.25
2021-10-01,Westside,New_Business_Applications,433.57
2021-11-01,Westside,New_Business_Applications,434.09
2021-12-01,Westside,New_Business_Applications,433.83
2022-01-01,Westside,New_Business_Applications,434.21
2022-02-01,Westside,New_Business_Applications,436.41
2022-03-01,Westside,New_Business_Applications,437.95
2022-04-01,Westside,New_Business_Applications,438.81
2022-05-01,Westside,New_Business_Applications,439.89
2022-06-01,Westside,New_Business_Applications,439.84
2022-07-01,Westside,New_Business_Applications,440.34
2022-08-01,Westside,New_Business_Applications,440.14
2022-09-01,Westside,New_Business_Applications,440.49
2022-10-01,Westside,New_Business_Applications,443.3
2022-11-01,Westside,New_Business_Applications,442.48
2022-12-01,Westside,New_Business_Applications,442.23
2023-01-01,Westside,New_Business_Applications,441.14
2023-02-01,Westside,New_Business_Applications,439.73
2023-03-01,Westside,New_Business_Applications,440.24
2023-04-01,Westside,New_Business_Applications,440.11
2023-05-01,Westside,New_Business_Applications,443.54
2023-06-01,Westside,New_Business_Applications,443.91
2023-07-01,Westside,New_Business_Applications,446.64
2023-08-01,Westside,New_Business_Applications,448.88
2023-09-01,Westside,New_Business_Applications,449.36
2023-10-01,Westside,New_Business_Applications,453.32
2023-11-01,Westside,New_Business_Applications,454.51
2023-12-01,Westside,New_Business_Applications,457.57
2024-01-01,Westside,New_Business_Applications,460.46
2024-02-01,Westside,New_Business_Applications,461.87
2024-03-01,Westside,New_Business_Applications,463.79
2024-04-01,Westside,New_Business_Applications,465.52
2024-05-01,Westside,New_Business_Applications,464.6
2024-06-01,Westside,New_Business_Applications,465.47
2024-07-01,Westside,New_Business_Applications,467.88
2024-08-01,Westside,New_Business_Applications,470.96
2024-09-01,Westside,New_Business_Applications,470.67
